Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0	0.3455951	0.2295626	0.5553558	0.5615236	0.5642081	0.5096689	0.3052700	0.5120176	0.1072575	0.6653970	0.5717306	0.6214377	0.0854542	0.5962044	0.1426333	0.3170613	0.0228782	0.2558236	0.3983541	0.6126721	0.4734767	0.2038984	0.4503216	0.2872623	0.1919729	0.7699670	0.0322704	0.1924290	0.2041158	0.0441823	0.4934749	0.2838054	0.0431247	0.3061907	0.1838283	0.2464768	0.4353557	0.4773367	0.0799928	0.5951011	0.3226342	0.6791895	0.1865172	0.6882883	0.1626552	0.0274046	0.0673969	0.2999569	0.4565723	0.0401044	0.3034616	0.5552656	0.2548705	0.5986268	0.4771074	0.4432347	0.5317478	0.6272794	0.5777169	0.6644598	0.0191387	0.3457800	0.5982284	0.1156069	0.0601356	0.5720056	0.1637247	0.2089361	0.5192284	0.1952477	0.3058304	0.0742082	0.6196302	0.2970930	0.4630572	0.6866038	0.3329331	0.0555756	0.6541307	0.0307146	0.2420763	0.0278549	0.1251348	0.6774055	0.0003223	0.3980113	0.2138810	0.4906734	0.4194546	0.1550229	0.4468926	0.3519727	0.4356564	0.3273054	0.0531101	0.2199302	0.6600331	0.2100791	0.3410740	0.3447666
50	0.1939508	0.2349336	0.5640137	0.5506073	0.5520443	0.2225306	0.4130017	0.1191475	0.0193370	0.2584745	0.7036170	0.7339657	0.0982672	0.5872885	0.1350497	0.3392597	0.0132623	0.2558109	0.2956868	0.4937447	0.5291522	0.1882214	0.3765436	0.3088259	0.1625266	0.6960139	0.0839272	0.2643159	0.2343997	0.0412140	0.4096767	0.3249855	0.1039807	0.2616133	0.1789486	0.2162785	0.4205761	0.6034944	0.0719039	0.3079158	0.2899221	0.4535175	0.2116042	0.6090969	0.1992771	0.0286455	0.1614739	0.1609996	0.5256040	0.0431013	0.2462921	0.4416538	0.2548567	0.6381436	0.7280776	0.4999095	0.5786286	0.6042836	0.5674905	0.7037502	0.0087466	0.3882555	0.5896314	0.3843031	0.0635240	0.4480905	0.3012189	0.2005408	0.4884779	0.1689981	0.2393597	0.0372435	0.6915699	0.3219353	0.5560896	0.6325457	0.4103591	0.0349348	0.6734352	0.0609119	0.1605286	0.0256605	0.1114062	0.6678359	0.0006148	0.3242589	0.3299205	0.6043597	0.3490614	0.1802883	0.5099461	0.4899728	0.5000087	0.3895636	0.1540541	0.5372349	0.6070186	0.3431218	0.3581047	0.4196984
100	0.2559127	0.1208596	0.6509889	0.5844096	0.6030059	0.1503133	0.2987413	0.0458468	0.0279511	0.1866297	0.7116422	0.6812453	0.0937506	0.5708113	0.0897777	0.2247216	0.0076004	0.3893523	0.2646985	0.3360258	0.4593667	0.1725714	0.5031950	0.2617098	0.2199646	0.6305795	0.0692335	0.2711189	0.2275551	0.0648488	0.5001187	0.4403632	0.1790233	0.2650989	0.0996259	0.2211786	0.3578222	0.6776646	0.0612688	0.3443151	0.3560435	0.5128544	0.1727690	0.7162518	0.2290275	0.0511357	0.2284112	0.1117435	0.5095173	0.0750958	0.2462564	0.3295401	0.3360040	0.5787020	0.5845904	0.5151672	0.5724719	0.6794224	0.4934916	0.7126956	0.0006747	0.4045112	0.4818276	0.3779420	0.1328520	0.3289477	0.2795715	0.2751036	0.6543789	0.2586924	0.2115639	0.0577471	0.7038090	0.3240726	0.6203858	0.6270526	0.3721311	0.0566635	0.6469955	0.0482138	0.1706514	0.0537406	0.0917238	0.6876683	0.0015196	0.3165690	0.2618747	0.5370283	0.3669186	0.1094401	0.4550831	0.3936236	0.4478494	0.3498030	0.2026131	0.5808613	0.6338473	0.3298751	0.2888825	0.3268572
150	0.3167474	0.1947745	0.5794182	0.6160069	0.6893645	0.1018526	0.3030642	0.0129641	0.0261725	0.1988964	0.7236133	0.5977692	0.0520628	0.6172202	0.1183410	0.2248885	0.0004944	0.3566067	0.1863129	0.2095884	0.4230186	0.1642858	0.4393503	0.2104612	0.1382303	0.5540948	0.0407896	0.2305166	0.2420247	0.0791355	0.5324613	0.3858315	0.1488574	0.3309382	0.1352252	0.2468623	0.3312831	0.5839684	0.1018546	0.3855483	0.2918322	0.4932791	0.1366463	0.5936213	0.3434405	0.1202890	0.2513104	0.0888282	0.5124555	0.1070685	0.2320418	0.2438010	0.1899746	0.6577260	0.5231239	0.4274182	0.5565659	0.6181740	0.5276176	0.6491957	0.0002803	0.4046044	0.4530298	0.4333211	0.1461183	0.2384729	0.4245048	0.3296984	0.5410442	0.2720014	0.1978291	0.0559723	0.6104359	0.2566209	0.5932480	0.5867570	0.2316106	0.0656569	0.7582953	0.1608778	0.2254036	0.0427687	0.1209948	0.6297058	0.0021395	0.3577785	0.2158059	0.6911735	0.3456415	0.1907993	0.5776722	0.4221462	0.4349362	0.2557010	0.2138785	0.4825557	0.6702808	0.2274429	0.3114148	0.3258988
200	0.3133892	0.1433849	0.7065187	0.6036137	0.6227642	0.2800694	0.2870377	0.0278234	0.0626962	0.2393986	0.6245049	0.6496904	0.0702862	0.6470578	0.0814819	0.1695606	0.0005228	0.4212841	0.0908963	0.2401038	0.5172376	0.1893310	0.4940476	0.2695798	0.2421647	0.7318978	0.0651060	0.2167696	0.1888231	0.0651552	0.4417875	0.5184360	0.2670078	0.3102814	0.1780841	0.2234735	0.4948932	0.7490555	0.1188627	0.4401092	0.3296277	0.5704763	0.1675322	0.7126964	0.2659090	0.1310133	0.2301849	0.1096585	0.5553675	0.1268770	0.2949127	0.3165705	0.2791015	0.6574826	0.5845632	0.3042571	0.5732302	0.6563869	0.5023658	0.6217434	0.0000000	0.2945187	0.5825140	0.4388849	0.2167270	0.2193829	0.3325909	0.3526698	0.4607789	0.2046984	0.2168503	0.0304935	0.6753547	0.3553099	0.4925093	0.5712060	0.1229774	0.0603197	0.6332949	0.1845904	0.2018319	0.0453900	0.1677674	0.5868038	0.0038356	0.3325214	0.2029890	0.5876078	0.2493670	0.2000690	0.5882294	0.3816522	0.6354871	0.3079080	0.2045602	0.5409120	0.8056755	0.3077496	0.2765750	0.2151474
250	0.2887311	0.2792296	0.6973477	0.6368142	0.5856353	0.1529119	0.2204740	0.0161380	0.0610288	0.2609798	0.6663937	0.6066687	0.0848115	0.6083956	0.0903090	0.1819976	0.0034753	0.4787915	0.0571607	0.2481032	0.5056103	0.1652845	0.4499732	0.2300048	0.1912358	0.7111585	0.0585256	0.2532847	0.1707988	0.0402146	0.5555260	0.3911655	0.1385516	0.2945033	0.1224072	0.2186819	0.4250448	0.5031220	0.1267592	0.4193889	0.2958918	0.5421486	0.1392811	0.6196125	0.3243987	0.1134382	0.2106501	0.0837281	0.5522364	0.1959113	0.2443045	0.3198674	0.1302641	0.5520081	0.6163442	0.4328141	0.5897889	0.6829463	0.3784955	0.7031834	0.0006564	0.3599416	0.4610089	0.4227823	0.3065020	0.1446052	0.2807591	0.2604191	0.5767749	0.3590023	0.3136757	0.0329168	0.5556593	0.2955791	0.4785200	0.5620271	0.1231224	0.0360354	0.6245247	0.2192979	0.1774593	0.0347342	0.1904247	0.6857845	0.0013181	0.2748294	0.1921963	0.5326955	0.3677827	0.2444557	0.5134128	0.3405185	0.5863688	0.3189933	0.2619803	0.5568172	0.5502254	0.2562466	0.2830622	0.2278363
300	0.2082928	0.3665401	0.5936539	0.5969183	0.4971354	0.2409222	0.3247891	0.0315558	0.0280567	0.2629427	0.6901173	0.5083757	0.0514867	0.6691373	0.0540982	0.1976567	0.0000533	0.5959807	0.0384541	0.1866727	0.6380794	0.2315057	0.3983444	0.2417491	0.2349527	0.6406067	0.0562725	0.2878555	0.2540443	0.0749489	0.4963610	0.4111915	0.2104735	0.2116450	0.1961526	0.1782536	0.3647156	0.4916651	0.1176594	0.3030622	0.2744757	0.4922820	0.1663887	0.6104590	0.2900405	0.1263000	0.2337822	0.0792828	0.5096619	0.1499503	0.2431233	0.3241462	0.2040171	0.5932917	0.5976193	0.4415863	0.7304055	0.6449175	0.2476865	0.6714893	0.0004178	0.3775586	0.5223681	0.4860347	0.3193036	0.2226079	0.3025246	0.2997657	0.5316462	0.4172881	0.4498134	0.0458838	0.6761426	0.2504144	0.5882919	0.5840677	0.0706232	0.0798148	0.6448132	0.2225382	0.1320484	0.0456374	0.1486976	0.7108601	0.0000000	0.3220402	0.1380552	0.5739864	0.3566939	0.3294755	0.5546579	0.3042989	0.5992681	0.2081555	0.2194554	0.5170049	0.5309204	0.2738091	0.2389435	0.3472225
350	0.2665098	0.3898723	0.6010323	0.5309364	0.5838837	0.1723620	0.3017158	0.0463279	0.0463466	0.2626647	0.6401847	0.4836762	0.0736063	0.6674642	0.0574044	0.1809006	0.0001401	0.6318536	0.0759570	0.1893562	0.6094259	0.1159889	0.4096671	0.2003036	0.1564164	0.7267441	0.0645430	0.1559177	0.1269683	0.0750874	0.5380656	0.4085797	0.2229726	0.1801561	0.2156576	0.2772619	0.3782161	0.5042833	0.1008602	0.4978896	0.3167010	0.6456827	0.1369477	0.6984477	0.2861522	0.1488655	0.2071965	0.0723430	0.3734560	0.1775097	0.2083851	0.2555358	0.1807164	0.6469870	0.5369931	0.3725919	0.6237529	0.6997051	0.2756653	0.6142704	0.0011749	0.3889436	0.4564460	0.4668361	0.4419965	0.2086824	0.3105777	0.2702063	0.5028921	0.3475848	0.4285695	0.0389932	0.6802240	0.2773480	0.4265450	0.5406927	0.1276714	0.0455132	0.5928954	0.2733834	0.0871583	0.0330938	0.1386342	0.7793753	0.0001784	0.3295074	0.2002208	0.4066967	0.3261764	0.4145966	0.7025317	0.4468689	0.5277689	0.3743778	0.2139861	0.5337510	0.6739705	0.2611434	0.2615849	0.2628113
400	0.3011922	0.3974708	0.6096390	0.5138486	0.5856766	0.1864474	0.2766106	0.0205329	0.0586335	0.2927066	0.6978536	0.5959943	0.0636905	0.6239008	0.1120703	0.1815352	0.0013818	0.7024179	0.0293044	0.2021449	0.5900370	0.1484502	0.4054340	0.1377473	0.1994272	0.5462931	0.0718425	0.2494413	0.1505347	0.0746468	0.6099716	0.4488281	0.1872892	0.2759653	0.1047317	0.2310384	0.3548500	0.5436419	0.1009632	0.4130738	0.3066670	0.5119386	0.1490465	0.7230339	0.2867461	0.0716466	0.1870346	0.0944812	0.5187848	0.1574111	0.2538709	0.3009836	0.2675185	0.5662764	0.6262745	0.3950856	0.6269767	0.7167220	0.2549714	0.7709853	0.0000913	0.4014441	0.4885264	0.3661820	0.3918421	0.2349207	0.3124061	0.4685940	0.7171737	0.3295343	0.3548153	0.0460008	0.7260281	0.3012040	0.5805417	0.6523671	0.0660599	0.0384704	0.6890084	0.1904293	0.1733089	0.0309666	0.1068871	0.6508509	0.0000468	0.2629201	0.2246668	0.4826658	0.2728441	0.3866111	0.5756488	0.3339716	0.6212881	0.2552398	0.2517345	0.5723050	0.7408405	0.2476778	0.1955075	0.3000380
450	0.2178486	0.4087078	0.6233194	0.5942771	0.5520946	0.1571157	0.2727063	0.0298553	0.0336534	0.2657242	0.6429388	0.6042305	0.0876179	0.4917535	0.0912974	0.2388698	0.0000965	0.6196250	0.0367122	0.1802422	0.5507671	0.1469467	0.3757758	0.1980103	0.1535771	0.6135699	0.0652739	0.2016756	0.2009568	0.0546757	0.6133022	0.3393960	0.1294332	0.3564663	0.1315781	0.2045338	0.3526929	0.7369828	0.0964487	0.3887636	0.2616886	0.6199650	0.1311122	0.5886100	0.2216710	0.0489492	0.2176205	0.1214068	0.4624598	0.1413356	0.2214364	0.2423777	0.1633171	0.5584098	0.6854967	0.3867085	0.4837606	0.6715763	0.2226162	0.6826716	0.0001390	0.4456802	0.4714901	0.4179729	0.4526606	0.1749626	0.2511158	0.3917706	0.6558364	0.3149885	0.4170781	0.0440645	0.6427412	0.2738226	0.5302436	0.6781047	0.1279226	0.0379862	0.7163889	0.1825052	0.1727996	0.0193114	0.0748818	0.8138746	0.0001971	0.3454634	0.1880603	0.5882333	0.3605045	0.3727679	0.5632998	0.4650434	0.7326800	0.3247507	0.2588246	0.6579008	0.6324519	0.2736286	0.2658027	0.3146654
