Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G71A	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0	0.2639741	0.5799448	0.6158762	0.1216022	0.2341014	0.1914196	0.4528316	0.1868393	0.2660564	0.0651581	0.2081961	0.7827698	0.0709514	0.4813375	0.7297762	0.1144746	0.6622422	0.1051674	0.0510862	0.6047252	0.3467042	0.6302671	0.0083499	0.1605694	0.4905658	0.4643931	0.0749734	0.0304406	0.5005483	0.3211865	0.4863698	0.5474278	0.4635543	0.2696337	0.2560635	0.3066704	0.3293564	0.4914491	0.1355483	0.3121944	0.0829098	0.6872357	0.1051483	0.5893382	0.2664979	0.0950217	0.2844308	0.0449465	0.3990304	0.1585554	0.8602893	0.3879866	0.4768055	0.6506641	0.7097494	0.5060130	0.1768659	0.0499580	0.4667954	0.3159911	0.0431782	0.1547397	0.3699576	0.3126309	0.2700193	0.0908201	0.1852927	0.0302949	0.0155142	0.4489091	0.6217779	0.4281891	0.0976985	0.0042807	0.5770096	0.7039272	0.5876506	0.4185765	0.1504177	0.6212736	0.3504710	0.1913227	0.4572247	0.1803202	0.1347085	0.4585365	0.0012785	0.0603048	0.3052894	0.5422899	0.1891157	0.1189562	0.2836758	0.7606076	0.6196391	0.5288235	0.3005095	0.3245730	0.2990979	0.0030451
50	0.1065977	0.5629592	0.5500798	0.1021690	0.2249985	0.1550331	0.2738697	0.0827345	0.4315468	0.0519066	0.1956570	0.1830483	0.0497652	0.4457140	0.5217145	0.1137139	0.4774174	0.1683410	0.0564580	0.4655544	0.3295118	0.5177820	0.0007933	0.1672513	0.4202077	0.6327045	0.0416630	0.0363281	0.1286517	0.2598528	0.5528153	0.6027311	0.4237953	0.2620133	0.2163027	0.2992060	0.3363240	0.3564125	0.3244724	0.3194836	0.1250336	0.5874276	0.1034167	0.6072303	0.2943706	0.2414142	0.1236868	0.0488403	0.3967282	0.4005459	0.6335511	0.4452724	0.4683634	0.5664423	0.5262636	0.3540248	0.3103287	0.0263600	0.4040200	0.2898057	0.0552269	0.1842098	0.3128735	0.3057694	0.3537135	0.0546729	0.2379082	0.0479289	0.5776297	0.4430717	0.6228733	0.3560563	0.2171431	0.0019781	0.7015718	0.5284574	0.2678445	0.4548021	0.1879656	0.3820491	0.4807350	0.3006202	0.4621970	0.1414927	0.2988843	0.1685248	0.0883108	0.2730056	0.4343256	0.4261571	0.1982763	0.1338737	0.2683012	0.6118434	0.6100869	0.4354206	0.0732486	0.3498683	0.2388541	0.0001590
100	0.1534938	0.5253128	0.4464880	0.0641580	0.2478108	0.2442588	0.2963879	0.0662118	0.5314568	0.0564115	0.3611802	0.1335277	0.0300161	0.4275686	0.6560422	0.1033654	0.5180308	0.1940416	0.1157173	0.5184477	0.4087729	0.5742293	0.0019801	0.1248830	0.4555050	0.5651085	0.0263951	0.0233247	0.0841476	0.3089313	0.4409495	0.5109612	0.4368708	0.2370030	0.2094957	0.3164478	0.3630775	0.2937578	0.4409948	0.3572361	0.1898432	0.5297100	0.1138490	0.4529104	0.4043236	0.2810127	0.0851793	0.0528903	0.4153916	0.3519013	0.5235095	0.3296587	0.6810732	0.6397681	0.5299938	0.4690269	0.3067815	0.0290667	0.4728148	0.2730665	0.0320984	0.2260677	0.2518843	0.4008488	0.3288805	0.1160806	0.1973692	0.0880767	0.5891955	0.5338223	0.7753625	0.2948055	0.2177142	0.0031231	0.6609821	0.6431247	0.2060240	0.4109024	0.2102599	0.3217474	0.4070823	0.3484126	0.5208735	0.0916285	0.2595819	0.1828206	0.0306714	0.2575557	0.3214053	0.4351357	0.2372272	0.1154522	0.3205367	0.8133248	0.6118572	0.4438743	0.0146676	0.3835992	0.2887631	0.0003828
150	0.1054824	0.4885577	0.5877867	0.0944817	0.2009738	0.3901598	0.1005130	0.0231717	0.5669192	0.0377202	0.2742778	0.1116788	0.0205275	0.2572118	0.6496846	0.1174512	0.5309108	0.1294669	0.1105020	0.5666375	0.4108199	0.5791074	0.0104117	0.1807307	0.6973837	0.6589468	0.0644026	0.0241960	0.0433181	0.2907398	0.4329442	0.4528048	0.5412015	0.2376503	0.2283283	0.2721582	0.3516103	0.3244168	0.4719774	0.2899986	0.2943019	0.5960309	0.0570855	0.5739836	0.3664097	0.2665861	0.0548784	0.0593745	0.2744240	0.3102043	0.5511714	0.4305623	0.7295305	0.5311773	0.5919292	0.4622030	0.3897082	0.0449619	0.4455864	0.2895025	0.0405247	0.1265675	0.2021985	0.4195917	0.3852642	0.1777235	0.1635837	0.1161504	0.5746355	0.2678943	0.7012751	0.2298184	0.2215436	0.0014372	0.6039156	0.6112580	0.2331306	0.4014010	0.1002530	0.2831223	0.5190553	0.3568414	0.5767141	0.1403750	0.2700693	0.1959428	0.0567382	0.3521411	0.4779591	0.4395590	0.2674020	0.1996570	0.2852760	0.6197015	0.5682964	0.4887346	0.0141826	0.3175025	0.2835437	0.0005279
200	0.1388287	0.4412914	0.5928002	0.0986466	0.3530880	0.3715351	0.0371426	0.0078120	0.6829546	0.0914014	0.3442300	0.0739741	0.0294266	0.2899760	0.5801849	0.1588218	0.5025924	0.1424591	0.0991571	0.4917464	0.3629334	0.6951962	0.0149676	0.1419422	0.5620383	0.6283934	0.0630265	0.0197500	0.0352220	0.3251623	0.5449517	0.4373583	0.5114443	0.2270558	0.2828183	0.3887552	0.4333027	0.3488985	0.4323164	0.3311211	0.2862289	0.5273330	0.0751479	0.6180863	0.4004063	0.2475879	0.0666658	0.0458242	0.3540030	0.1535316	0.7131624	0.4109739	0.6358737	0.5565235	0.6070495	0.3969200	0.4852110	0.0511840	0.5124361	0.3531536	0.0326420	0.1605428	0.2422001	0.4023213	0.3136883	0.2848593	0.1738876	0.1077375	0.5015061	0.1896074	0.5870612	0.3102060	0.1865611	0.0004189	0.5710585	0.6890924	0.2305590	0.5569608	0.1688550	0.2269593	0.3774718	0.4435734	0.6860738	0.1610399	0.3001539	0.1369546	0.0668523	0.4650179	0.5349050	0.4065110	0.3546723	0.1862958	0.2567498	0.6674460	0.6243933	0.5201668	0.0197955	0.3808147	0.1730736	0.0018252
250	0.1270336	0.4999191	0.5334856	0.1041199	0.3894382	0.3828379	0.0531142	0.0009406	0.6100164	0.1349490	0.3030715	0.1001722	0.0233391	0.1754144	0.4607689	0.1768672	0.4806271	0.1221230	0.0809542	0.6122595	0.3301445	0.6622838	0.0024471	0.1286841	0.5619166	0.7535891	0.0537364	0.0220158	0.0148716	0.3144772	0.5322027	0.4828766	0.4303042	0.2213283	0.2080784	0.4034630	0.3522046	0.4081100	0.4042231	0.2934623	0.3180841	0.4216700	0.1007591	0.6305798	0.4175472	0.2509660	0.0577279	0.0745896	0.3108581	0.0818666	0.7108897	0.2640845	0.5580799	0.6382000	0.6737158	0.4191795	0.6052324	0.0540973	0.5364091	0.3984153	0.0571488	0.1461909	0.2560666	0.4594034	0.4310967	0.2540580	0.1896096	0.1411871	0.6060987	0.0964158	0.6630508	0.2965407	0.1803040	0.0001152	0.6170219	0.5660380	0.1690136	0.3574758	0.2073002	0.3866004	0.4107035	0.4794587	0.5864086	0.1424787	0.3690716	0.1512194	0.0676766	0.4674227	0.4492606	0.4411951	0.3689473	0.2646920	0.3612230	0.6244350	0.4422456	0.4960217	0.0280367	0.3615337	0.2041761	0.0000291
300	0.0852180	0.4618878	0.4953238	0.1654661	0.4422374	0.4983650	0.0492623	0.0009009	0.5485562	0.1968813	0.2650612	0.1076674	0.0229206	0.2765240	0.5381150	0.1548265	0.6036813	0.0889713	0.1617073	0.5999844	0.3694163	0.7750331	0.0024850	0.1354592	0.5141984	0.5556003	0.0252413	0.0236941	0.0385007	0.2679682	0.5920236	0.4267005	0.3707598	0.2074586	0.1659269	0.3541401	0.4289792	0.3945882	0.5011401	0.2715560	0.3511491	0.4883695	0.0927793	0.4579824	0.4181154	0.3105768	0.0590007	0.0275525	0.3434451	0.0414562	0.6266647	0.2504915	0.5616466	0.5628413	0.5589149	0.3290467	0.5695883	0.1141566	0.5180752	0.3703695	0.0553956	0.0972648	0.1918826	0.4308668	0.3457412	0.2836915	0.1916554	0.1269173	0.4528452	0.0173458	0.6751478	0.2493492	0.1072058	0.0011803	0.5987564	0.5293980	0.1715465	0.3529759	0.0922585	0.3616854	0.3682195	0.4830988	0.4515375	0.1286244	0.3188284	0.1265416	0.0274511	0.4492424	0.4608622	0.4101109	0.2725941	0.1872738	0.3292053	0.6372642	0.5239172	0.3437660	0.0045006	0.3109716	0.1738294	0.0015207
350	0.1190518	0.4257931	0.5978543	0.1651381	0.4273464	0.4264222	0.0642101	0.0026636	0.4800050	0.1659371	0.3352903	0.0819080	0.0308144	0.2431232	0.5963166	0.1474269	0.5237395	0.0859161	0.1329535	0.6035637	0.3510355	0.5822041	0.0063882	0.1836809	0.5673770	0.6070537	0.0368152	0.0179656	0.0043282	0.2042638	0.4541950	0.4278838	0.6006210	0.1260750	0.1291158	0.3555445	0.3823443	0.4338520	0.4255631	0.2722126	0.3948465	0.6534924	0.0839706	0.6622439	0.3238997	0.4131404	0.0751886	0.0748662	0.3984312	0.0391502	0.6349953	0.2751623	0.6316566	0.6248873	0.5394430	0.3653803	0.5460796	0.1244606	0.5692652	0.3196903	0.0584439	0.1481557	0.1510854	0.5157375	0.3847822	0.3347387	0.2098290	0.1062518	0.5729338	0.0281263	0.6803539	0.1963472	0.0748146	0.0047923	0.5257903	0.5601796	0.1396142	0.3642268	0.1525676	0.3248800	0.3426685	0.5694969	0.5866041	0.0881160	0.3072910	0.1255056	0.0392934	0.4344890	0.5972694	0.4006084	0.3945839	0.2060804	0.2375373	0.5550916	0.6316761	0.3946289	0.0196219	0.3008514	0.1833275	0.0000000
400	0.2302794	0.5631126	0.6230021	0.2151844	0.5363543	0.4239005	0.0459243	0.0035251	0.5196064	0.1814701	0.3284452	0.0641566	0.0388925	0.2144492	0.6433686	0.1541512	0.5239954	0.0959528	0.0711377	0.5713423	0.4103459	0.6752856	0.0038873	0.1156398	0.7919050	0.6271190	0.0451405	0.0120052	0.0196162	0.2503429	0.4588862	0.4966769	0.4850030	0.1002485	0.1848418	0.3058109	0.3461201	0.4244878	0.4474806	0.2474491	0.3080621	0.4323649	0.1078769	0.5978548	0.4198630	0.3011677	0.0666329	0.0425057	0.3188235	0.0308893	0.5399439	0.4524277	0.6697208	0.5955683	0.6020046	0.4172494	0.5272616	0.1861069	0.5619113	0.3984179	0.0491274	0.2102710	0.2414217	0.5920880	0.3276484	0.2899766	0.1623656	0.1730155	0.5054690	0.0107835	0.7938901	0.2924283	0.0298001	0.0081032	0.6712063	0.6795982	0.1601188	0.4369119	0.1550794	0.3140393	0.2943646	0.4226016	0.5267752	0.1670607	0.3008783	0.1071830	0.0447835	0.4047625	0.3968162	0.4229286	0.3422419	0.2459696	0.3309480	0.5921801	0.6750411	0.4674283	0.0088661	0.3603080	0.2237427	0.0000000
450	0.2054484	0.4846942	0.4697301	0.1979412	0.5036829	0.3923238	0.0611375	0.0108924	0.7087066	0.1469084	0.2973707	0.0814124	0.0504478	0.2217765	0.6531460	0.1333806	0.5873318	0.1212857	0.1782800	0.6171580	0.3818829	0.5500244	0.0038543	0.0727791	0.5441700	0.5749739	0.0578846	0.0218619	0.0124688	0.2782977	0.5853298	0.5105897	0.3970535	0.0368931	0.2564995	0.2338120	0.4159785	0.4167829	0.4316372	0.2402026	0.3443909	0.4051946	0.1193568	0.5892323	0.3185706	0.2878202	0.0489782	0.0181902	0.3173457	0.0434044	0.6529403	0.3851719	0.5471606	0.6058199	0.6069700	0.4085140	0.5066940	0.2183853	0.5945186	0.3457275	0.0460572	0.1238694	0.3324434	0.5095613	0.3969636	0.3386084	0.1385392	0.1391280	0.4191145	0.0273333	0.6739423	0.2545606	0.0439107	0.0078017	0.7164621	0.5962834	0.1824986	0.3528238	0.1345105	0.3714621	0.3974485	0.4171701	0.4478882	0.1027589	0.3447157	0.0880528	0.0445097	0.4993226	0.4847019	0.4276530	0.2985198	0.1902578	0.3085178	0.7155862	0.6808438	0.5126179	0.0038986	0.3301578	0.2138731	0.0007514
