Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G68A	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
500	0.6785652	0.6235121	0.0323935	0.0207017	0.0211709	0.6623565	0.2613139	0.6282814	0.2011853	0.1909752	0.1236211	0.6405843	0.0522704	0.3844099	0.0132823	0.3151085	0.2644707	0.3361553	0.6976593	0.5599291	0.3909198	0.0075390	0.6607998	0.0979347	0.1232359	0.0159635	0.0235163	0.6223193	0.6259794	0.2060542	0.1857274	0.0600422	0.4963146	0.0056654	0.0979313	0.6777457	0.8318023	0.5771367	0.2355835	0.2778999	0.0049799	0.3477975	0.3554607	0.5433760	0.4902364	0.1814364	0.7199845	0.2800544	0.5638569	0.0667630	0.5333711	0.5562984	0.0456583	0.4414184	0.5805910	0.0130344	0.3764040	0.6392342	0.3552736	0.7202049	0.4809702	0.3383803	0.2441068	0.3220479	0.4082446	0.0166747	0.5816821	0.0970461	0.2727994	0.0749533	0.5041746	0.8569128	0.7201120	0.2127289	0.2437943	0.6516484	0.1934088	0.6049983	0.6548857	0.5120256	0.3412477	0.4332386	0.3662325	0.1979079	0.3085168	0.6635307	0.5785578	0.5502285	0.0510685	0.4810967	0.5986981	0.4725823	0.5774421	0.2977705	0.7115781	0.5071785	0.0399994	0.1654763	0.6088806	0.0891645
550	0.5959196	0.5781155	0.2767525	0.0161800	0.4127077	0.4012385	0.3531537	0.6666984	0.3316608	0.1401721	0.1501112	0.7745343	0.0909146	0.3657501	0.0133906	0.2009153	0.3244434	0.1339082	0.3805533	0.3609247	0.4234328	0.0098771	0.5967924	0.4431462	0.1531259	0.0731461	0.0310773	0.5051498	0.3888665	0.1420550	0.1735574	0.0066719	0.2631272	0.3446230	0.1052259	0.6662146	0.6482428	0.4663823	0.2748652	0.3651832	0.0145664	0.4159211	0.4003763	0.2751876	0.4129987	0.2362173	0.6586765	0.1441109	0.6479022	0.0214807	0.4726933	0.3703453	0.0521761	0.4591512	0.6201280	0.0343848	0.4323446	0.6904202	0.3467688	0.5509396	0.5374202	0.4956502	0.1103701	0.2829631	0.4566545	0.0286513	0.5345352	0.0977468	0.2186670	0.1530441	0.2495932	0.8491808	0.6472832	0.4475452	0.2045442	0.6873737	0.1810531	0.6333820	0.4913416	0.5991251	0.3549948	0.3412651	0.4978007	0.2009859	0.2730055	0.2783491	0.6479338	0.4014745	0.0667055	0.4741560	0.6690948	0.3533165	0.5546560	0.3678010	0.6607842	0.4528726	0.0688868	0.0988266	0.5844930	0.0690221
600	0.6869206	0.7376043	0.4921689	0.0136758	0.4756701	0.3361438	0.4377425	0.7609605	0.2997559	0.1000771	0.1509261	0.8083434	0.0213678	0.3802148	0.0211444	0.1186845	0.3660956	0.1631948	0.2770567	0.2341738	0.4578373	0.0078290	0.6150005	0.5232849	0.0575880	0.1353453	0.0377515	0.5026934	0.3847909	0.1594639	0.2224169	0.0078851	0.1103700	0.4476462	0.0812769	0.5274862	0.7121168	0.3618017	0.3700254	0.3153258	0.0173797	0.4439067	0.5771887	0.1629866	0.5141705	0.1685305	0.7389247	0.0765901	0.6776589	0.0152260	0.3544411	0.4092056	0.0764453	0.5611207	0.5570989	0.0112588	0.4019837	0.6259046	0.4402882	0.6174826	0.5461167	0.4501790	0.1694541	0.2530628	0.3637352	0.0213931	0.5418390	0.1633352	0.3082561	0.2149138	0.0753558	0.6549829	0.7020859	0.4597203	0.2095626	0.6238827	0.1548723	0.6129106	0.5165139	0.3976785	0.2879813	0.5175266	0.6005653	0.2051759	0.2822665	0.1302426	0.6571308	0.3451594	0.0577841	0.5364147	0.8918161	0.3364214	0.4574578	0.4249823	0.5966899	0.5574713	0.0691286	0.1543169	0.7526072	0.0939823
650	0.6600872	0.5941466	0.4745570	0.0131194	0.5364007	0.2343139	0.4549602	0.6780923	0.2569255	0.1305294	0.0917136	0.6734596	0.0432887	0.4944038	0.0044403	0.1525509	0.2358717	0.0613659	0.1748164	0.1484380	0.4186085	0.0094401	0.6092407	0.6001590	0.0536922	0.1096578	0.0176828	0.5986531	0.4814862	0.1489055	0.2470500	0.0008664	0.0314360	0.4708959	0.1069216	0.6083536	0.5930496	0.2637779	0.3272632	0.3526516	0.0114183	0.5583520	0.7410499	0.2042597	0.6139066	0.2028842	0.6390936	0.0664668	0.7743310	0.0243159	0.4351330	0.2831496	0.2291903	0.4790694	0.6096251	0.0325519	0.4091586	0.6553297	0.3204659	0.6830532	0.2888962	0.5592258	0.2326361	0.3423599	0.6435715	0.0782389	0.5172049	0.1443116	0.2353822	0.4881120	0.0336488	0.6139283	0.5785298	0.5055532	0.3538205	0.7031125	0.0890055	0.5966279	0.4967509	0.4519312	0.3372665	0.5051680	0.5915220	0.1743215	0.1973626	0.1065225	0.6196499	0.3384742	0.0552058	0.6258455	0.6707521	0.3637066	0.4988724	0.4800901	0.4387296	0.6069962	0.0905883	0.1979437	0.5895687	0.1077561
700	0.6356334	0.7644582	0.4204726	0.0121333	0.6096605	0.3162705	0.3788344	0.5709546	0.3636444	0.1061453	0.1472422	0.6051542	0.0353943	0.3891927	0.0075862	0.1902750	0.2562224	0.0324732	0.2129162	0.1504163	0.4156887	0.0111456	0.5749451	0.7430973	0.0083019	0.0562124	0.0111079	0.5620976	0.3257518	0.1389303	0.2608826	0.0141473	0.0383885	0.4855664	0.1472896	0.9585668	0.7024750	0.3023369	0.4070030	0.4834014	0.0876259	0.5268847	0.5648160	0.2739082	0.6862641	0.2075173	0.4493967	0.0559753	0.6696241	0.0190389	0.2945213	0.2157077	0.3076575	0.5001883	0.6098153	0.0088370	0.3984944	0.6608425	0.4205189	0.5728129	0.3255047	0.5312416	0.2674484	0.4406917	0.4982112	0.0718965	0.5846918	0.2341933	0.1855557	0.5233986	0.0098904	0.5803900	0.7342106	0.5046942	0.2248068	0.6133969	0.0880332	0.6621427	0.4713014	0.4279013	0.3235393	0.5129167	0.6024451	0.1333526	0.2947368	0.0964574	0.5722798	0.3140525	0.0612879	0.6065370	0.7189781	0.2708584	0.5357520	0.5433846	0.4170494	0.6008379	0.0709882	0.2945762	0.7447894	0.1604186
750	0.6502961	0.6342576	0.4862196	0.0007635	0.4963815	0.2663521	0.3721586	0.6991616	0.5681372	0.0883910	0.1463945	0.6056940	0.0412111	0.4450656	0.0098178	0.1784077	0.3439925	0.0042537	0.2732471	0.1552601	0.3614871	0.0157116	0.6907944	0.5660220	0.0081996	0.0308452	0.0388917	0.3954097	0.3936597	0.0949553	0.2293273	0.0085216	0.0359116	0.5300828	0.1974384	0.7443012	0.5833714	0.4765776	0.4341309	0.6259796	0.0098022	0.5424536	0.7030556	0.2554637	0.5429998	0.2500472	0.4514220	0.0618331	0.5975286	0.0185684	0.3619775	0.1757229	0.3957022	0.4563441	0.5630691	0.0047534	0.3548559	0.7280021	0.3415452	0.6133987	0.2829783	0.5732053	0.2214767	0.3626810	0.4790817	0.0936006	0.6519092	0.2660221	0.1736713	0.6670851	0.0089612	0.6035385	0.7686694	0.4266458	0.2119162	0.6310906	0.1297958	0.4935253	0.3965222	0.4911929	0.2857064	0.5618471	0.6951268	0.1794949	0.2031722	0.0674928	0.6165899	0.2719463	0.0708460	0.6862376	0.6603282	0.3518300	0.6206981	0.5757003	0.3633813	0.5234136	0.0952475	0.2798550	0.7122875	0.1825770
800	0.6016831	0.6175318	0.4793561	0.0059345	0.5558558	0.3510924	0.3429244	0.5970223	0.3633373	0.1140133	0.1521093	0.5588609	0.0271999	0.3191846	0.0033723	0.2048725	0.3759631	0.0190078	0.1877148	0.1516609	0.3601028	0.0111620	0.5419775	0.6214869	0.0064656	0.0462740	0.0103270	0.4258080	0.4145176	0.1992523	0.3054458	0.0021435	0.0219214	0.4637999	0.1511003	0.7102186	0.5895182	0.4711098	0.4123751	0.4891519	0.0035483	0.5063937	0.5681287	0.2450616	0.5795506	0.2325263	0.3869862	0.0664115	0.7155365	0.0470349	0.4290599	0.1840430	0.4684558	0.5399019	0.5443395	0.0199325	0.3035713	0.7226925	0.3574251	0.6699132	0.3329867	0.6170166	0.2795558	0.3627953	0.4744908	0.0639442	0.6093897	0.1961857	0.2561393	0.5987556	0.0012547	0.4937988	0.7275922	0.4329891	0.3148892	0.7530588	0.1440265	0.4578475	0.4009499	0.5909120	0.2789761	0.6504116	0.6144628	0.2708504	0.3109995	0.1350559	0.7528861	0.2204802	0.1231293	0.6554939	0.5930248	0.3351846	0.7436956	0.7079358	0.3138417	0.5496083	0.0937647	0.4347093	0.5971255	0.2248364
850	0.5875674	0.6322091	0.5973161	0.0121168	0.7000414	0.3860947	0.2690653	0.6814903	0.3547143	0.1055915	0.1762480	0.5499079	0.0278389	0.3618174	0.0204233	0.2821080	0.3654133	0.0281770	0.2425445	0.0809126	0.3517115	0.0148058	0.5956849	0.6608519	0.0060606	0.0410671	0.0342554	0.5216112	0.3458630	0.1477068	0.2954421	0.0000000	0.0289216	0.3959959	0.1619022	0.7144805	0.6553260	0.4383677	0.4121293	0.3762663	0.0280690	0.5462878	0.6800211	0.2879707	0.5832693	0.2715848	0.4687569	0.0732878	0.6454379	0.0381306	0.4208420	0.2222309	0.3552539	0.4405550	0.4584616	0.0164536	0.4193843	0.6875940	0.4219924	0.7099229	0.2465928	0.5394420	0.2145649	0.3042390	0.6021766	0.0409816	0.5678182	0.2454841	0.1702893	0.6526582	0.0009657	0.5673770	0.6103359	0.4370053	0.4084208	0.7622754	0.1389502	0.4608884	0.4764158	0.6862631	0.3580829	0.5694044	0.6336471	0.2289584	0.2458397	0.0753372	0.6699154	0.2188540	0.0921529	0.7147617	0.5636555	0.3901400	0.7456983	0.5933222	0.3782267	0.6437904	0.0932502	0.3611942	0.6851436	0.1841107
900	0.5495563	0.6792141	0.5662860	0.0088474	0.7601289	0.3792482	0.3038236	0.7448160	0.4705900	0.1401441	0.2415079	0.5230552	0.0235241	0.2917938	0.0124681	0.2864056	0.2679418	0.0073561	0.2345445	0.0807110	0.3499084	0.0274568	0.6242008	0.6570465	0.0054504	0.0417534	0.0536650	0.6297037	0.4455021	0.1697018	0.2408467	0.0050551	0.0237922	0.4112534	0.1381002	0.6886918	0.6146941	0.5306074	0.3678167	0.6072916	0.0243435	0.4901898	0.6606209	0.2108333	0.6214844	0.2586226	0.4114214	0.1164800	0.6895911	0.0313130	0.4048663	0.2284488	0.3479977	0.5119254	0.5321854	0.0254879	0.3576118	0.6473076	0.3793006	0.6467764	0.2187339	0.6194516	0.3326625	0.2708574	0.3999361	0.0344876	0.6340356	0.2193665	0.1917633	0.6873986	0.0002633	0.5450420	0.7068417	0.3761201	0.3491370	0.7375721	0.1637550	0.4233974	0.3429114	0.6400756	0.3029063	0.6398812	0.6012364	0.2039668	0.3976800	0.1182225	0.6850187	0.2316295	0.0605488	0.6759284	0.5741606	0.3461522	0.6719322	0.5992082	0.5104648	0.4988950	0.0615181	0.2703978	0.7749560	0.1765400
950	0.5219711	0.6315490	0.5011762	0.0030109	0.6122409	0.3934948	0.2758325	0.6814329	0.4198014	0.0941235	0.1058400	0.7325905	0.0629282	0.4728870	0.0191918	0.2450378	0.3033364	0.0146087	0.2378831	0.0798001	0.3437836	0.0064806	0.6328945	0.5983109	0.0013376	0.0536433	0.0235370	0.6196923	0.3606483	0.1399171	0.2438449	0.0004212	0.0164645	0.4238316	0.1104424	0.7602594	0.6807714	0.4331263	0.3605693	0.5246542	0.0050019	0.4608462	0.6979933	0.2916358	0.5694410	0.2204017	0.4103741	0.0608095	0.8518205	0.0553495	0.3584233	0.2012581	0.4112445	0.5855859	0.5001404	0.0355795	0.3193905	0.7332338	0.3185992	0.6555382	0.1848990	0.5443629	0.2370793	0.4068500	0.3550286	0.0699586	0.6893787	0.1608278	0.1303244	0.6892449	0.0000936	0.4631513	0.6767013	0.5939108	0.3482436	0.6470720	0.1624921	0.4116331	0.3768694	0.6938312	0.2987737	0.6357425	0.6197608	0.2370500	0.2748109	0.0818940	0.6669782	0.1879892	0.0443624	0.5892681	0.6311991	0.3763398	0.6906995	0.5180489	0.3657382	0.4850675	0.1116438	0.3586828	0.7262755	0.1861408
1000	0.4863620	0.6370488	0.6065681	0.0074781	0.5547956	0.4066122	0.2835495	0.7859217	0.3314306	0.1342060	0.1478058	0.5217938	0.0384311	0.3583839	0.0048488	0.2313805	0.3682712	0.0499670	0.2105134	0.0942308	0.2980066	0.0130143	0.6665259	0.7396184	0.0018690	0.0701224	0.0102353	0.4258888	0.3622118	0.1387288	0.2206550	0.0009215	0.0294097	0.4223090	0.1020755	0.6895900	0.7531598	0.5693583	0.4626745	0.4285407	0.0402934	0.5705001	0.6192611	0.2823628	0.4663246	0.1579304	0.3507148	0.0515762	0.5906280	0.0456330	0.3130936	0.2491660	0.3723546	0.5665673	0.5796240	0.0164201	0.3136473	0.6852169	0.3571911	0.7253633	0.2484399	0.7161315	0.2783015	0.2683507	0.3152195	0.0192463	0.7161006	0.2041020	0.1192621	0.6329219	0.0000000	0.5061847	0.6762888	0.4770841	0.3775090	0.6451481	0.1528712	0.5946949	0.3211465	0.6192849	0.3552833	0.6338714	0.6207075	0.2328151	0.3112069	0.0731738	0.6842637	0.1656994	0.0289644	0.6192126	0.5874282	0.3707675	0.6917309	0.5084834	0.3646053	0.5803651	0.0997392	0.2258691	0.5266539	0.1688358
0	0.4868925	0.6426893	0.6395277	0.0150900	0.6157235	0.4272438	0.3610604	0.6340936	0.3213380	0.0674691	0.1306264	0.5528173	0.0408200	0.3083613	0.0046444	0.2160105	0.3191140	0.0444715	0.2367617	0.1024120	0.4507056	0.0251614	0.7315647	0.8143016	0.0035655	0.0261456	0.0186240	0.6375472	0.4598856	0.1413757	0.2319632	0.0239737	0.0059773	0.5470359	0.1053228	0.6609102	0.7185904	0.4622632	0.4502409	0.4691774	0.0196010	0.5683952	0.6172471	0.1885812	0.4651252	0.2392991	0.4363496	0.0666356	0.6732628	0.0222103	0.3872448	0.2140758	0.3568729	0.5107888	0.5700063	0.0176064	0.3760997	0.8192210	0.4048136	0.6445439	0.2500165	0.6090456	0.2513327	0.3247243	0.3852231	0.0592614	0.6858985	0.3173722	0.1300397	0.3918272	0.0000537	0.5034921	0.6204273	0.4454084	0.3900112	0.6626483	0.1356116	0.5115056	0.3412719	0.6272629	0.3378554	0.5996038	0.5053992	0.2651622	0.2452606	0.1611543	0.7376478	0.1681787	0.0806600	0.6493580	0.5173540	0.3746611	0.6867105	0.5494755	0.4283908	0.5400994	0.1052619	0.2955015	0.6488777	0.1722098
