Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G56A	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.4611068	0.6129408	0.0774917	0.6051702	0.3098970	0.1946439	0.1151334	0.5428007	0.3170379	0.6270694	0.7039408	0.3005372	0.7199704	0.2333246	0.4541264	0.5921957	0.4339056	0.3948643	0.3050087	0.2110662	0.0716333	0.2913811	0.6273208	0.5191631	0.2442398	0.6872537	0.2630203	0.3661687	0.7304832	0.1023884	0.0934136	0.0459025	0.2840099	0.5343766	0.4915395	0.2625584	0.1677708	0.3081967	0.4456339	0.2225523	0.1287847	0.4055816	0.3695007	0.2505891	0.1638968	0.5249713	0.8038857	0.1783907	0.4224393	0.3807745	0.4575335	0.5248929	0.0004945	0.6140927	0.1347974	0.0167198	0.0059708	0.6684481	0.1769074	0.1757073	0.5749845	0.3136809	0.3801608	0.0006539	0.6363779	0.3533808	0.6419978	0.1696627	0.6296699	0.0426565	0.0601357	0.4011239	0.3691097	0.4464394	0.3610738	0.2382307	0.3173855	0.0364836	0.5827047	0.6307168	0.5521015	0.4419149	0.1487624	0.0467549	0.3898245	0.3396735	0.3629463	0.7206473	0.2369837	0.1619216	0.3849028	0.3652888	0.5764443	0.2278510	0.7440317	0.4905327	0.5552348	0.3234341	0.0378123	0.2101599
500	0.4809998	0.6574490	0.1094921	0.5699178	0.3566716	0.2272202	0.1051139	0.5043402	0.3146516	0.5854425	0.6890866	0.3358754	0.5928954	0.2872071	0.5618658	0.6576574	0.4442155	0.5073913	0.3562769	0.2994486	0.1534617	0.3235984	0.7710479	0.4007624	0.2744583	0.6008511	0.3674444	0.2732281	0.4764561	0.1054102	0.1256995	0.0455259	0.3615738	0.3247852	0.3912841	0.2500916	0.2429110	0.2997778	0.7028093	0.1872691	0.1317258	0.3907697	0.4376697	0.3714533	0.2392038	0.4052741	0.5790705	0.2256160	0.5790137	0.3761225	0.4441870	0.4289419	0.0010482	0.4433268	0.1695036	0.0363796	0.0082719	0.7031342	0.1894675	0.1855710	0.5914260	0.2702739	0.4078008	0.0000043	0.7413628	0.3007337	0.7195675	0.1729151	0.6364829	0.0511297	0.0608089	0.4469136	0.3531089	0.3636801	0.3128830	0.2368599	0.3870891	0.0427212	0.6438789	0.6317179	0.5524003	0.4200299	0.1499299	0.0513350	0.4417071	0.3395227	0.4749292	0.5983850	0.2003563	0.1617123	0.2997913	0.3814268	0.4402240	0.4303430	0.7916834	0.3940984	0.6207455	0.4220324	0.0105260	0.1927685
550	0.3899064	0.6159104	0.1096903	0.5593230	0.3185820	0.2316204	0.0991006	0.4581809	0.2967086	0.6862050	0.6700351	0.5856673	0.6867121	0.1819653	0.4593194	0.6779063	0.3632135	0.3652081	0.3230721	0.0550610	0.1033476	0.2208241	0.6954063	0.4978444	0.3132256	0.5875191	0.4457972	0.3650078	0.5492806	0.1379274	0.3870867	0.0667487	0.2940729	0.4569329	0.5049723	0.4696891	0.2408658	0.1527131	0.4527710	0.1797129	0.1531718	0.6851947	0.4065359	0.6303371	0.2429653	0.4139191	0.8533468	0.5929026	0.4240708	0.3275122	0.4724530	0.4753710	0.0004932	0.4547914	0.0359894	0.0158693	0.0366193	0.6758015	0.1157374	0.1875577	0.5967702	0.2998943	0.3597422	0.0000725	0.5135226	0.3466607	0.6450533	0.1006286	0.6371330	0.0184153	0.2302914	0.2862585	0.3618031	0.6163864	0.2981458	0.2192441	0.3970237	0.0055325	0.6882698	0.7192380	0.5709718	0.5357997	0.2049103	0.1540582	0.4819258	0.5865586	0.3845701	0.6093245	0.1987314	0.2919348	0.2876924	0.0742884	0.3195487	0.3187409	0.7014412	0.3089505	0.6051908	0.4770726	0.0456018	0.2114483
600	0.3206503	0.7777527	0.1131813	0.8130769	0.4230078	0.2171046	0.1304624	0.5117594	0.3029919	0.6261962	0.6567445	0.6696197	0.6103085	0.2156699	0.6983015	0.7332324	0.3757495	0.4880591	0.3006973	0.0392751	0.1102091	0.3100808	0.5537169	0.3523894	0.3716997	0.4680245	0.3545710	0.4332246	0.6463665	0.1510725	0.5599470	0.0644100	0.3394506	0.3777469	0.4913659	0.6443536	0.1244325	0.1997506	0.5543373	0.2193908	0.1660502	0.7103900	0.4653623	0.6394338	0.3012414	0.4122558	0.7386901	0.5334672	0.4017551	0.3141815	0.4075367	0.4641360	0.0044617	0.5649931	0.0049289	0.0188139	0.0243855	0.6282998	0.1478896	0.1604608	0.4485824	0.2597751	0.4367776	0.0033370	0.7280001	0.2647621	0.7419639	0.0841862	0.6841007	0.0465722	0.2037990	0.2358148	0.3852306	0.6661680	0.2768307	0.2744213	0.5486832	0.0017343	0.3484163	0.7097807	0.6011983	0.4481579	0.1821629	0.1583005	0.4175629	0.6182320	0.4958568	0.5328136	0.1192659	0.2527633	0.3343974	0.0104441	0.4520053	0.3152243	0.6359861	0.2391184	0.5240186	0.4378466	0.0804386	0.0981717
650	0.3988307	0.6876744	0.1133762	0.5010714	0.3854045	0.2066485	0.1885965	0.4827193	0.2166544	0.5798414	0.6510571	0.5981971	0.6856458	0.2351288	0.5178536	0.6523882	0.3727005	0.4648190	0.2992112	0.0286434	0.1030925	0.2864539	0.6551656	0.4073334	0.4110358	0.3214716	0.4406406	0.3987806	0.5863480	0.2502311	0.7137591	0.0673405	0.2750598	0.3785786	0.5036329	0.6572964	0.0898136	0.2870329	0.3900524	0.1918669	0.2144892	0.7124963	0.5716274	0.5298007	0.1906796	0.3770467	0.8256217	0.7330740	0.4867395	0.3776737	0.4792785	0.4371613	0.0000000	0.3881081	0.0095423	0.0444703	0.0145267	0.5941023	0.2278684	0.2314604	0.5052331	0.3581947	0.5529419	0.0007741	0.6425201	0.3224501	0.6297374	0.1579308	0.6146319	0.0462158	0.2496372	0.1848568	0.3719230	0.6887942	0.3708275	0.2370654	0.6104870	0.0005015	0.3179460	0.7735135	0.5586525	0.4652371	0.1570614	0.2440087	0.5043368	0.6532551	0.5858963	0.5019398	0.2129151	0.2638153	0.2745011	0.0128139	0.4348529	0.3018152	0.5217191	0.1215656	0.5953066	0.4977836	0.0505637	0.0845255
700	0.3804632	0.6969406	0.0933822	0.5855721	0.4631879	0.2316915	0.1337433	0.4322745	0.2634978	0.5901660	0.6342368	0.5506085	0.6046127	0.2813509	0.5822072	0.7015542	0.3898324	0.3781744	0.3401211	0.0388384	0.0362906	0.4121053	0.7017113	0.4862156	0.3290635	0.2870000	0.3173960	0.3666353	0.6497197	0.2128061	0.7691821	0.0923011	0.3321840	0.3291170	0.5028236	0.6338089	0.1571975	0.4142988	0.4891915	0.1855842	0.2185681	0.6226978	0.4353111	0.6567796	0.2321795	0.4061887	0.6594855	0.6594253	0.4642141	0.4011187	0.4920462	0.3376495	0.0003497	0.3702217	0.0085395	0.0278941	0.0171234	0.5830991	0.1511627	0.3066247	0.5323742	0.3801239	0.4736486	0.0002986	0.5879882	0.2470967	0.6677205	0.1168590	0.8401298	0.0250375	0.1781077	0.2011756	0.3557725	0.5464989	0.4030280	0.3138007	0.6132273	0.0008429	0.1664485	0.7208071	0.6586840	0.5561268	0.1449155	0.0881247	0.4836245	0.6623455	0.5755534	0.5509875	0.1760350	0.2059353	0.1960852	0.0107209	0.5037730	0.3396071	0.6211116	0.1186349	0.5671441	0.5647884	0.0615250	0.0868800
750	0.4183609	0.6656294	0.1413039	0.5790174	0.4411876	0.2755352	0.1860643	0.5375471	0.3623973	0.6133757	0.6877189	0.6130585	0.6002835	0.2665967	0.5981876	0.6877268	0.4174686	0.4058374	0.3678050	0.0367637	0.0575003	0.2483413	0.6117737	0.3904551	0.2487364	0.3247025	0.3590559	0.3253399	0.6891904	0.4348538	0.7624908	0.0941517	0.3435428	0.4910193	0.5596397	0.5167485	0.3220689	0.4395953	0.4364649	0.1898526	0.1626421	0.6837939	0.6158403	0.7142684	0.1394006	0.4455383	0.7682646	0.9213356	0.4091630	0.4137365	0.4966947	0.3521291	0.0009710	0.3868692	0.0096179	0.0206482	0.0283910	0.6229120	0.2157865	0.2400262	0.6202826	0.3863048	0.4118534	0.0001482	0.5911639	0.2871275	0.7239576	0.1744599	0.7122481	0.0302596	0.1870545	0.1464835	0.3727502	0.6933937	0.2726006	0.1937992	0.6769432	0.0004907	0.1067789	0.7816254	0.7220776	0.4617713	0.1212548	0.1634097	0.4586134	0.6782754	0.4897150	0.4385613	0.2753613	0.2720483	0.2836122	0.0130561	0.4987731	0.3060807	0.6810722	0.1288932	0.6163052	0.5093102	0.0712677	0.1081736
800	0.3829283	0.5318206	0.1344059	0.6945002	0.4253476	0.2447130	0.1276535	0.4617227	0.2922481	0.5348056	0.7045597	0.5793834	0.6744169	0.2612837	0.4822389	0.6814623	0.3420582	0.3577224	0.3417230	0.0241914	0.0670328	0.4286526	0.5976195	0.5235561	0.3280057	0.2863961	0.2735698	0.3103459	0.8604915	0.3900586	0.6619583	0.1600865	0.3310515	0.5158457	0.6102227	0.5993069	0.2140789	0.3570701	0.3589527	0.1909142	0.1769982	0.6246111	0.5315226	0.6623287	0.2203367	0.4298259	0.7056083	0.7490125	0.3921445	0.4388824	0.4466695	0.3835489	0.0010377	0.4579799	0.0076634	0.0332998	0.0486992	0.6241602	0.2666856	0.1765187	0.4507553	0.3678537	0.4646792	0.0001250	0.6341168	0.3282103	0.6336175	0.1086995	0.8082898	0.0157453	0.1351770	0.1717446	0.3910027	0.7996156	0.3033979	0.2456172	0.5229967	0.0000000	0.0812785	0.7423600	0.6505979	0.4750790	0.2032943	0.2073608	0.5164123	0.6617638	0.4209313	0.5132185	0.2246214	0.2432667	0.3114690	0.0236788	0.4184298	0.3426202	0.6889948	0.1356967	0.5391047	0.4989953	0.0672487	0.1215158
850	0.4586045	0.6631503	0.1831284	0.5471807	0.6138130	0.2304621	0.2610604	0.4225907	0.3780476	0.4944473	0.6015536	0.6238709	0.8036278	0.2315665	0.5089093	0.6078198	0.3299198	0.4614916	0.3555163	0.0353336	0.0863115	0.3141014	0.7497675	0.5472569	0.3007116	0.3208001	0.3230726	0.2458746	0.7075060	0.2876093	0.8917925	0.1524806	0.3746563	0.4991597	0.6186152	0.5347029	0.2221706	0.3924865	0.3573655	0.2051709	0.1422510	0.6333162	0.6219344	0.7335042	0.2020966	0.5393819	0.6816708	0.7356524	0.5415115	0.4749692	0.6472774	0.3382798	0.0007341	0.3279798	0.0058190	0.0041003	0.0286024	0.6002869	0.2350818	0.1475420	0.4808740	0.4047170	0.5080274	0.0000000	0.5641680	0.3977909	0.6639983	0.1782875	0.6585569	0.0127472	0.1015805	0.1608782	0.3490118	0.6460182	0.2732817	0.2541624	0.6610565	0.0015291	0.0548788	0.7854214	0.6644972	0.6193852	0.2959823	0.1510173	0.5540937	0.5897371	0.3866186	0.5820966	0.2957204	0.2924909	0.2905885	0.0417842	0.4814376	0.2613170	0.6863478	0.1282625	0.5939585	0.5660731	0.0563744	0.1289066
900	0.2946238	0.7582404	0.0976883	0.6561211	0.4441241	0.2953536	0.2044907	0.3962919	0.3119662	0.6029771	0.7181066	0.7662561	0.7162173	0.2459824	0.7240087	0.6410761	0.3091208	0.3686828	0.4054156	0.0402231	0.0998083	0.2063740	0.5734892	0.6277713	0.3003161	0.3773818	0.4093191	0.3078412	0.6797184	0.3464327	0.6520550	0.1143458	0.3124209	0.4539574	0.5641806	0.5115963	0.3156561	0.4353883	0.4694768	0.2426620	0.1425832	0.6013266	0.6764880	0.7997489	0.2414990	0.3988552	0.7235012	0.7718404	0.4104395	0.4654764	0.5935094	0.3530308	0.0012987	0.3381543	0.0250687	0.0112265	0.0346934	0.5439355	0.2120983	0.1611593	0.5278319	0.3267427	0.4582868	0.0000448	0.7177281	0.3450339	0.6652981	0.1100100	0.6658916	0.0152727	0.1564294	0.1683714	0.3653236	0.6998588	0.2357007	0.2654519	0.5796854	0.0023837	0.0378943	0.8193088	0.6574853	0.6179887	0.1690354	0.1600978	0.4256747	0.7670453	0.3218098	0.5305742	0.2756885	0.1846819	0.3548261	0.0068491	0.2751498	0.3058149	0.6061302	0.1839630	0.6122960	0.5189180	0.0624849	0.0940990
950	0.3608431	0.5162370	0.1343961	0.6718607	0.5357867	0.2275058	0.2088666	0.4331489	0.3511136	0.5516349	0.7519791	0.6703437	0.7922553	0.2399401	0.5358238	0.7315173	0.3757767	0.4456728	0.3974423	0.0246120	0.0734302	0.2745474	0.8736216	0.5559334	0.3164599	0.3200985	0.2849220	0.3265919	0.6799166	0.3767015	0.6953018	0.1007080	0.3130436	0.4025258	0.4372082	0.5237375	0.2310829	0.5642112	0.3850107	0.2455702	0.2239592	0.7172530	0.6263024	0.7856502	0.1747131	0.4994419	0.6013603	0.6959134	0.5769189	0.3569307	0.5120962	0.3249849	0.0000055	0.3354945	0.0173253	0.0179750	0.0327397	0.6837803	0.3014909	0.1665076	0.4599797	0.3936489	0.3983068	0.0002416	0.6759330	0.2767182	0.6584201	0.1200978	0.7376848	0.0109938	0.1133369	0.1907019	0.4359463	0.6294630	0.3263719	0.2693380	0.6480774	0.0011337	0.0357354	0.7256374	0.6137275	0.4277716	0.2057285	0.2244654	0.4874459	0.8129069	0.2948894	0.4648263	0.3103248	0.2875416	0.3656959	0.0154148	0.4296586	0.3085924	0.6932246	0.1937082	0.4905716	0.4032730	0.0451795	0.0921535
1000	0.3734207	0.5681594	0.1531580	0.6352293	0.5348834	0.1845202	0.1568878	0.4531747	0.3276113	0.5239579	0.6914036	0.6194864	0.7009984	0.1795474	0.5489363	0.6567141	0.4147057	0.4598740	0.4312506	0.0181257	0.0385302	0.3336708	0.8085778	0.5291325	0.3478281	0.3001101	0.2065465	0.3252720	0.6530982	0.3424745	0.7747204	0.0960196	0.2191165	0.4214087	0.5971117	0.6324280	0.2711592	0.5709153	0.2703202	0.2012984	0.1257447	0.5404412	0.7442450	0.6857762	0.1665955	0.4167183	0.6645653	0.5991529	0.4854650	0.6031253	0.6262306	0.3669430	0.0002791	0.2744994	0.0114389	0.0278867	0.0951557	0.6869071	0.2460642	0.1724610	0.4653199	0.3886287	0.5317842	0.0000006	0.6914310	0.3027329	0.7293164	0.1698529	0.8496578	0.0083675	0.0993226	0.1855708	0.3886147	0.7099831	0.2601842	0.2855066	0.4818291	0.0003265	0.0581377	0.8197359	0.7721694	0.5527578	0.1789455	0.2358911	0.5062646	0.7112136	0.2959334	0.4577569	0.2746342	0.1917237	0.3322697	0.0278998	0.4181789	0.4380764	0.5789230	0.1527114	0.5544969	0.4671849	0.0529447	0.0937327

0	0.3200565	0.7133095	0.1306149	0.5324517	0.5516921	0.3178489	0.1885187	0.4707179	0.3271895	0.3912513	0.5890969	0.6005112	0.6646858	0.2559928	0.4589600	0.7594664	0.4742796	0.4256193	0.3555005	0.0138705	0.0558363	0.3045052	0.6896800	0.5051161	0.3312645	0.3192987	0.2374329	0.3214411	0.7163883	0.3660159	0.6780140	0.1205609	0.2907939	0.4664522	0.6450223	0.6699034	0.2285056	0.4032223	0.5040518	0.1354222	0.2384344	0.6215369	0.5170748	0.7664330	0.2003758	0.4496043	0.7310454	0.7005342	0.5007787	0.3790907	0.5250944	0.4140813	0.0000520	0.1933488	0.0184339	0.0098920	0.0267310	0.6413137	0.2028853	0.1597097	0.4753074	0.4792274	0.4725179	0.0001201	0.5833176	0.4033918	0.7553758	0.1353129	0.6747634	0.0208174	0.1502168	0.1517297	0.3730113	0.6789880	0.3779159	0.3578512	0.5988700	0.0045280	0.1018190	0.6565193	0.5915863	0.6173553	0.2070118	0.2054185	0.5337953	0.7290222	0.3336295	0.6039491	0.2766699	0.3088853	0.3543286	0.0029696	0.5408488	0.4099476	0.7581138	0.1957675	0.5649914	0.5196061	0.0244982	0.1207523
