YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0000002	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.0754075	0.0000001	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.0000014	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4260115	0.0000005	0.0935222	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534850	0.0460752	0.0000000	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534880	0.0460772	0.0935222	0.0000000	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534880	0.0460773	0.0937036	1.0000000	0.0000013	1.0000000	0.0003503	1.0000000
0.0754085	0.0245225	0.0311559	0.0460772	0.0935845	0.3477036	1.0000000	0.0000000	0.0003503	1.0000000
0.2299893	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0000010	1.0000000
0.3230682	0.7006028	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.9999988	0.0000000
