YMR016C	YKL109W	1
YNL167C	YMR016C	1
YGL181W	YNL167C	1
YGL071W	YGL181W	1
YGL071W	YER040W	1
YKL015W	YGL181W	1
YKL015W	YGL071W	1
YKL109W	YKL015W	1
YGL035C	YKL109W	1
YGL209W	YKL109W	1
YGL209W	YGL035C	1
YCR065W	YGL209W	1
YER040W	YCR065W	1
YMR016C	YNL167C	0
YMR016C	YGL181W	0
YMR016C	YGL071W	0
YMR016C	YKL015W	0
YMR016C	YGL035C	0
YMR016C	YGL209W	0
YMR016C	YCR065W	0
YMR016C	YER040W	0
YNL167C	YGL181W	0
YNL167C	YGL071W	0
YNL167C	YKL015W	0
YNL167C	YKL109W	0
YNL167C	YGL035C	0
YNL167C	YGL209W	0
YNL167C	YCR065W	0
YNL167C	YER040W	0
YGL181W	YMR016C	0
YGL181W	YGL071W	0
YGL181W	YKL015W	0
YGL181W	YKL109W	0
YGL181W	YGL035C	0
YGL181W	YGL209W	0
YGL181W	YCR065W	0
YGL181W	YER040W	0
YGL071W	YMR016C	0
YGL071W	YNL167C	0
YGL071W	YKL015W	0
YGL071W	YKL109W	0
YGL071W	YGL035C	0
YGL071W	YGL209W	0
YGL071W	YCR065W	0
YKL015W	YMR016C	0
YKL015W	YNL167C	0
YKL015W	YKL109W	0
YKL015W	YGL035C	0
YKL015W	YGL209W	0
YKL015W	YCR065W	0
YKL015W	YER040W	0
YKL109W	YMR016C	0
YKL109W	YNL167C	0
YKL109W	YGL181W	0
YKL109W	YGL071W	0
YKL109W	YGL035C	0
YKL109W	YGL209W	0
YKL109W	YCR065W	0
YKL109W	YER040W	0
YGL035C	YMR016C	0
YGL035C	YNL167C	0
YGL035C	YGL181W	0
YGL035C	YGL071W	0
YGL035C	YKL015W	0
YGL035C	YGL209W	0
YGL035C	YCR065W	0
YGL035C	YER040W	0
YGL209W	YMR016C	0
YGL209W	YNL167C	0
YGL209W	YGL181W	0
YGL209W	YGL071W	0
YGL209W	YKL015W	0
YGL209W	YCR065W	0
YGL209W	YER040W	0
YCR065W	YMR016C	0
YCR065W	YNL167C	0
YCR065W	YGL181W	0
YCR065W	YGL071W	0
YCR065W	YKL015W	0
YCR065W	YKL109W	0
YCR065W	YGL035C	0
YCR065W	YER040W	0
YER040W	YMR016C	0
YER040W	YNL167C	0
YER040W	YGL181W	0
YER040W	YGL071W	0
YER040W	YKL015W	0
YER040W	YKL109W	0
YER040W	YGL035C	0
YER040W	YGL209W	0
